MeasureCode,MeasureType,Source,ClinicalTitle,WebName,Description,Footnote,RateLabel,Nqf,NqfId,BetterHighLow,RaMethod,ScaleBy,ScaleTarget,NatBenchmark,PeerBenchmark,Numerator,Denominator,ObservedRate,IsIncludedInDomainScoring,SupportsCost,ConsumerDescription,ConsumerPlainTitle
SCIP-INF-2,Process,CMS,Prophylactic antibiotic selection for surgical patients,Right antibiotics given to surgery patients,Hospital staff should give surgery patients the right kind of antibiotics to lower the chance of infection after surgery. The right antibiotic for a patient depends on the kind of surgery they had.,1,,Y,528,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should give surgery patients the right kind of antibiotics to lower the chance of infection after surgery. The right antibiotic for a patient depends on the kind of surgery they had.,Right antibiotics given to surgery patients
SCIP-INF-3,Process,CMS,Prophylactic antibiotics discontinued within 24 hours after surgery end time,Antibiotics stopped within 24 hours after surgery,Hospital staff should stop giving antibiotics to surgery patients within 24 hours after some surgeries because this increases the chances of side effects such as stomach problems and severe diarrhea.,1,,Y,529,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should stop giving antibiotics to surgery patients within 24 hours after some surgeries because this increases the chances of side effects such as stomach problems and severe diarrhea.,Antibiotics stopped within 24 hours after surgery
SCIP-INF-4,Process,CMS,Cardiac Surgery Patients with Controlled 6AM Postoperative Blood Glucose,Blood sugar level controlled after heart surgery,"Hospital staff should help surgery patients keep their blood sugar as close to normal as possible after their surgery, because this can lower their chances of infections, heart attack, and brain, kidney, lung, and stomach problems.",1,,Y,300,H,no,100,TBD,0,0,0,0,0,0,0,"Hospital staff should help surgery patients keep their blood sugar as close to normal as possible after their surgery, because this can lower their chances of infections, heart attack, and brain, kidney, lung, and stomach problems.",Blood sugar level controlled after heart surgery
SCIP-INF-9,Process,CMS,Urinary catheter removed on postoperative day 1 (POD 1) or postoperative day 2 (POD 2) with day of surgery being day zero,Urinary catheters removed on the first or second day after surgery,"Hospital staff should remove urinary catheters, which is a tube inserted into the bladder to drain urine, from surgery patients on the first or second day after surgery.",1,,Y,453,H,no,100,TBD,0,0,0,0,0,0,0,"Hospital staff should remove urinary catheters, which is a tube inserted into the bladder to drain urine, from surgery patients on the first or second day after surgery.",Urinary catheters removed on the first or second day after surgery
SCIP-INF-10,Process,CMS,Surgery patients with perioperative temperature management,Preventing low body temperature during and after surgery,Hospital staff should manage patients' body temperature during and after surgery.,1,,Y,452,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should manage patients' body temperature during and after surgery.,Preventing low body temperature during and after surgery
SCIP-VTE-2,Process,CMS,Surgery patients who received appropriate venous thromboembolism prophylaxis within 24 hours prior to surgery to 24 hours after surgery,Surgery patients prescribed treatment to prevent blood clots at the right time,Hospital staff should give surgery patients treatment to prevent blood clots within 24 hours before and after certain surgeries. These treatments include blood-thinning medicines and special stockings that help blood move through the body.,1,,Y,218,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should give surgery patients treatment to prevent blood clots within 24 hours before and after certain surgeries. These treatments include blood-thinning medicines and special stockings that help blood move through the body.,Surgery patients prescribed treatment to prevent blood clots at the right time
VTE-6,Process,CMS,Incidence of potentially preventable VTE,Patients who developed a blood clot while in the hospital and did not get treatment that could have prevented it,This measure assesses the number of patients diagnosed with confirmed VTE during hospitalization (not present at admission) who did not receive VTE prophylaxis between hospital admission and the day before the VTE diagnostic testing order date,0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,This measure assesses the number of patients diagnosed with confirmed VTE during hospitalization (not present at admission) who did not receive VTE prophylaxis between hospital admission and the day before the VTE diagnostic testing order date,Patients who developed a blood clot while in the hospital and did not get treatment that could have prevented it
MORT-30-COPD,Outcome,CMS,"COPD 30-day mortality rate
.Death rate for chronic obstructive pulmonary disease (COPD) patients
",Dying within 30-days after getting care in the hospital for chronic obstructive pulmonary disease (COPD),COPD is a lung disease that blocks airflow and makes it hard to breathe. A high number of deaths after leaving the hospital related to care for a COPD may mean the hospital is not treating people effectively for these conditions.,,,Y,1893,L,yes,100,TBD,0,0,0,0,0,0,0,COPD is a lung disease that blocks airflow and makes it hard to breathe. A high number of deaths after leaving the hospital related to care for a COPD may mean the hospital is not treating people effectively for these conditions.,Dying within 30-days after getting care in the hospital for chronic obstructive pulmonary disease (COPD)
READM-30-COPD,Outcome,CMS,"COPD 30-day readmission rate
.Rate of unplanned readmission for chronic obstructive pulmonary disease (COPD) patients
",Returning to the hospital after getting care for chronic obstructive pulmonary disease (COPD),COPD is a lung disease that blocks airflow and makes it hard to breathe. A high number returns to the hospital related to care for a COPD may mean the hospital is not treating people effectively for these conditions.,,,Y,1891,L,yes,100,TBD,0,0,0,0,0,0,0,COPD is a lung disease that blocks airflow and makes it hard to breathe. A high number returns to the hospital related to care for a COPD may mean the hospital is not treating people effectively for these conditions.,Returning to the hospital after getting care for chronic obstructive pulmonary disease (COPD)
READM-30-HIP-KNEE,Outcome,CMS,30-day readmission rate following elective primary total hip arthroplasty (THA) and/or total knee arthroplasty (TKA),Returning to the hospital after getting hip or knee replacement surgery,Information on what happened to patients while being cared for in the hospital or after leaving the hospital. These ratings are sometimes called outcome measures.,,,Y,1551,L,yes,100,TBD,0,0,0,0,0,0,0,Information on what happened to patients while being cared for in the hospital or after leaving the hospital. These ratings are sometimes called outcome measures.,Returning to the hospital after getting hip or knee replacement surgery
H-COMP-7-SA,Binary,CMS,"Care Transition (Composite measure).Patients who ""Strongly Agree"" they understood their care when they left the hospital",How well do patients understand their care when they leave the hospital?,The survey asked patients about how well they understood the information they got before they left the hospital. Hospital staff should talk to patients about the care they will need at home and give them information on symptoms and health problems to watch for.,,,Y,166,H,yes,100,TBD,0,0,0,0,0,0,0,The survey asked patients about how well they understood the information they got before they left the hospital. Hospital staff should talk to patients about the care they will need at home and give them information on symptoms and health problems to watch for.,How well do patients understand their care when they leave the hospital?
OP-25,Structural,CMS,Safe surgery checklist use,Hospital uses a Safe Surgery Checklist for outpatient surgeries,Hospitals can help reduce the number of surgical complications and deaths by using a safe surgery checklist. A safe surgery checklist which includes safe surgery practices during each of the three critical perioperative periods: 1) The period prior to the administration of anesthesia; 2) The period prior to skin incision; and 3) The period of closure of incision and prior to patient leaving the operating room.,,,N,N/A,H,no,1,TBD,0,0,0,0,0,0,0,Hospitals can help reduce the number of surgical complications and deaths by using a safe surgery checklist. A safe surgery checklist which includes safe surgery practices during each of the three critical perioperative periods: 1) The period prior to the administration of anesthesia; 2) The period prior to skin incision; and 3) The period of closure of incision and prior to patient leaving the operating room.,Hospital uses a Safe Surgery Checklist for outpatient surgeries
COMP-HIP-KNEE,Outcome,CMS,Hospital level risk-standardized complication rate (RSCR) following elective primary total hip arthroplasty (THA) and total knee arthroplasty (TKA),Complications after hip or knee replacement surgery,A high number complications related to surgery to replace a hip or knee may mean the hospital is not treating people effectively for these conditions.,,,N,N/A,L,yes,100,TBD,0,0,0,0,0,0,0,A high number complications related to surgery to replace a hip or knee may mean the hospital is not treating people effectively for these conditions.,Complications after hip or knee replacement surgery
SM-SS-CHECK,Structural,CMS,Safe surgery checklist (inpatient),Hospital uses a Safe Surgery Checklist for inpatient surgeries,,,,N,N/A,H,no,1,TBD,0,0,0,0,0,0,0,,Hospital uses a Safe Surgery Checklist for inpatient surgeries
READM-30-CABG,Outcome,CMS,CABG Surgery 30 day readmission rate,Returning to the hospital after a procedure to bypass blocked blood vessels in the heart within 30 days after being discharged,"How often patients return to the hospital within 30-days after having a procedure called a coronary artery bypass graft, or CABG, which is designed to restore the natural flow of blood in the heart. Hospitals keep track of how many of their patients had to go back to the hospital soon after having a procedure (this is called a readmission rate). Readmission rates show how a hospital is doing to prevent complications, provide clear discharge instructions, and help patients make a smooth transition out of the hospital. Patients may need to return to the hospital because of their recent procedure or for a different reason.",1,,Y,2515,L,no,100,TBD,0,0,0,0,0,0,0,"How often patients return to the hospital within 30-days after having a procedure called a coronary artery bypass graft, or CABG, which is designed to restore the natural flow of blood in the heart. Hospitals keep track of how many of their patients had to go back to the hospital soon after having a procedure (this is called a readmission rate). Readmission rates show how a hospital is doing to prevent complications, provide clear discharge instructions, and help patients make a smooth transition out of the hospital. Patients may need to return to the hospital because of their recent procedure or for a different reason.",Returning to the hospital after a procedure to bypass blocked blood vessels in the heart within 30 days after being discharged
CMS-­OVERALL-STAR,Overall,CMS,Overall Rating,CMS Hospital Compare Overall National Rating,"What is the overall rating?

The overall rating combines the results of 64 individual ratings including how well the hospital takes care of patients who have conditions such as heart attack, stroke, and pneumonia; how often patients die in the hospital while receiving care; patient experiences of care; and how safely the hospital provides care. The overall rating shows how well each hospital performed, on average, compared to other hospitals in the U.S. The overall rating ranges from one to five stars. More stars are better.

How can I use the overall rating?

The overall rating can provide a starting point for comparing hospitals in your area. Use the overall rating to help you select which hospitals you would like to learn more about. Then, use the individual ratings to help you choose the best hospital for you or your family.

Where does the overall rating come from?

Hospitals report data to the Centers for Medicare & Medicaid Services (CMS). To learn more about how the overall rating is calculated, visit the CMS website. 

Why is the overall rating not displayed for some hospitals?

For an overall rating to appear for a hospital, the hospital must have enough data on the individual ratings used to calculate the overall rating. Some hospitals may not report all of their data or may not have enough data to report, and as a result, an overall star rating cannot be calculated.'",,,N,,,,,,,,,,,,,"What is the overall rating?

The overall rating combines the results of 64 individual ratings including how well the hospital takes care of patients who have conditions such as heart attack, stroke, and pneumonia; how often patients die in the hospital while receiving care; patient experiences of care; and how safely the hospital provides care. The overall rating shows how well each hospital performed, on average, compared to other hospitals in the U.S. The overall rating ranges from one to five stars. More stars are better.

How can I use the overall rating?

The overall rating can provide a starting point for comparing hospitals in your area. Use the overall rating to help you select which hospitals you would like to learn more about. Then, use the individual ratings to help you choose the best hospital for you or your family.

Where does the overall rating come from?

Hospitals report data to the Centers for Medicare & Medicaid Services (CMS). To learn more about how the overall rating is calculated, visit the CMS website. 

Why is the overall rating not displayed for some hospitals?

For an overall rating to appear for a hospital, the hospital must have enough data on the individual ratings used to calculate the overall rating. Some hospitals may not report all of their data or may not have enough data to report, and as a result, an overall star rating cannot be calculated.'",Overall National Rating
