PRVDR_NUM_MOD,PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,FAC_NAME,STATE_CD,ST_ADR,PHNE_NUM,PGM_TRMNTN_CD,ZIP_CD,FIPS_CNTY_CD,BED_CNT,FAX_PHNE_NUM,MDCD_MDCR_PRTCPTG_PRVDR_SW,MLT_FAC_ORG_NAME,MLT_OWND_FAC_ORG_SW,DCTD_ER_SRVC_CD,SHCK_TRMA_SRVC_CD,EMPLEE_CNT,URGNT_CARE_SRVC_CD,PHYSN_CNTRCTR_SW,LAB_SRVC_CD,DGNSTC_XRAY_ONST_NRSDNT_SW,PED_SRVC_CD,PHRMCY_SRVC_CD,PED_ICU_SRVC_CD,LATITUDE,LONGITUDE
'050471',1,1,LOS ANGELES,GOOD SAMARITAN HOSPITAL,CA,1225 WILSHIRE BOULEVARD,2139772121,0,90017,37,408,,Y,,,1,0,,0,,,,0,1,0,34.053294,-118.265311
'050481',1,1,WEST HILLS,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,7300 MEDICAL CENTER DR,8186764100,0,91307,37,236,8187043880,Y,,,1,1,,0,,,,1,1,0,34.203796,-118.630759
'050485',1,1,LONG BEACH,LONG BEACH MEMORIAL MEDICAL CENTER,CA,2801 ATLANTIC AVE,5629332000,0,90806,37,570,,Y,,,1,1,,0,,,,0,1,0,33.807885,-118.18511
'050488',1,1,CASTRO VALLEY,EDEN MEDICAL CENTER,CA,20103 LAKE CHABOT ROAD,5105371234,0,94546,1,155,,Y,,,1,1,,0,,,,1,1,0,37.698279,-122.087448
'050492',1,1,CLOVIS,CLOVIS COMMUNITY MEDICAL CENTER,CA,2755 HERNDON AVE,5593244000,0,93611,19,109,,Y,,,1,0,,1,,,,0,1,0,36.837404,-119.70179
'050496',1,1,CONCORD,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,2540 EAST ST,9256742002,0,94520,13,303,,Y,,,1,0,,0,,,,0,1,0,37.983718,-122.034693
'050498',1,1,AUBURN,SUTTER AUBURN FAITH HOSPITAL,CA,11815 EDUCATION STREET,5308884500,0,95603,61,97,,Y,,,1,0,,0,,,,0,1,0,38.894594,-121.07399
'050502',1,1,LOS ANGELES,SAINT VINCENT MEDICAL CENTER,CA,2131 W 3RD ST,2134847111,0,90057,37,381,,Y,,,1,0,,0,,,,0,1,0,34.063925,-118.273812
'050503',1,1,ENCINITAS,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,CA,354 SANTA FE DRIVE,7607536501,0,92024,73,158,7606337356,Y,,,1,0,,0,,,,0,1,0,33.037762,-117.283415
'050506',1,1,SAN LUIS OBISPO,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,1010 MURRAY ST,8505467600,0,93405,79,186,,Y,,,3,0,,0,,,,1,1,0,35.291006,-120.665017
'050510',1,1,SAN RAFAEL,KAISER FOUNDATION HOSPITAL,CA,99 MONTECILLO RD,4154442000,0,94903,41,120,4154444731,Y,,,1,0,,0,,,,1,1,0,38.004193,-122.553869
'050512',1,1,FREMONT,KAISER FOUNDATION HOSPITAL - FREMONT,CA,39400 PASEO PADRE PKWY,5107844000,0,94538,1,193,,Y,,,1,0,,0,,,,1,1,0,37.552818,-121.979809
'050515',1,1,SAN DIEGO,KAISER FOUNDATION HOSPITAL - SAN DIEGO,CA,4647 ZION AVE,6195285000,0,92120,73,397,6195285317,Y,,,1,0,,0,,,,1,1,0,32.791576,-117.095033
'050516',1,1,CARMICHAEL,MERCY SAN JUAN MEDICAL CENTER,CA,6501 COYLE AVE,9165375000,0,95608,67,254,9165375111,Y,,,1,0,,0,,,,1,1,0,38.617127,-121.328284
'050517',1,1,VICTORVILLE,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,15248 11TH ST,7602458691,0,92392,71,101,,Y,,,3,0,,0,,,,1,1,1,34.52797,-117.292608
'050523',1,1,ANTIOCH,SUTTER DELTA MEDICAL CENTER,CA,3901 LONE TREE WAY,9257797200,0,94509,13,111,,Y,,,3,0,,0,,,,1,1,0,37.964328,-121.774859
'050526',1,1,HUNTINGTON BEACH,HUNTINGTON BEACH HOSPITAL,CA,17772 BEACH BLVD,7148435000,0,92647,59,131,,Y,,,1,0,,0,,,,0,1,0,33.704333,-117.988976
'050528',1,1,LOS BANOS,MEMORIAL HOSPITAL LOS BANOS,CA,520 WEST I ST,2098260591,0,93635,47,48,,Y,,,1,0,,0,,,,1,1,0,37.064129,-120.859168
'050534',1,1,INDIO,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,47111 MONROE STREET,7603476191,0,92201,65,156,7607758014,Y,,,3,0,,0,,,,1,1,0,33.706191,-116.23397
'050537',1,1,DAVIS,SUTTER DAVIS HOSPITAL,CA,2000 SUTTER PLACE,5307566440,0,95616,113,48,,Y,,,1,0,,0,,,,1,2,0,38.545379,-121.744583
'050541',1,1,REDWOOD CITY,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,CA,1100 VETERANS BOULEVARD,6502992000,0,94063,81,213,,Y,,,1,0,,0,,,,1,1,0,37.48967,-122.224557
'050543',1,1,COSTA MESA,COLLEGE HOSPITAL COSTA MESA,CA,301 VICTORIA STREET,9496422734,0,92627,59,122,,Y,,,0,0,,0,,,,0,1,0,33.65254,-117.912048
'050545',1,1,POMONA,LANTERMAN DEVELOPMENTAL CENTER,CA,3530 POMONA BOULEVARD,9095951221,0,91768,37,39,,Y,,,0,0,,0,,,,3,1,2,34.04616,-117.812141
'050546',1,1,PORTERVILLE,PORTERVILLE DEVELOPMENTAL CENTER,CA,26501 AVENUE 140,5597822222,0,93257,107,1194,5597822193,Y,,,0,0,,0,,,,0,1,0,36.043808,-118.93755
'050547',1,1,ELDRIDGE,SONOMA DEVELOPMENTAL CENTER,CA,P O BOX 1493,7079386393,0,95431,97,13,,Y,,,0,0,,0,,,,0,0,0,38.348802,-122.510815
'050548',1,1,COSTA MESA,FAIRVIEW DEVELOPMENTAL CENTER,CA,2501 HARBOR BOULEVARD,7149575000,0,92626,59,1228,,Y,,,0,0,,0,,,,0,1,0,33.713644,-117.919926
'050549',1,1,THOUSAND OAKS,LOS ROBLES HOSPITAL & MEDICAL CENTER,CA,215 W JANSS RD,8054972727,0,91360,111,273,,Y,,,1,0,,0,,,,1,1,0,34.206546,-118.882385
'050551',1,1,LOS ALAMITOS,LOS ALAMITOS MEDICAL CENTER,CA,3751 KATELLA AVENUE,5627993220,0,90720,59,167,,Y,,,1,0,,0,,,,0,1,0,33.803742,-118.078053
'050552',1,1,WOODLAND HILLS,MOTION PICTURE & TELEVISION HOSPITAL,CA,23388 MULHOLLAND DRIVE,8188761888,0,91364,37,256,8188761079,Y,,,0,0,,0,,,,2,3,0,34.157695,-118.635575
'050557',1,1,MODESTO,MEMORIAL  MEDICAL CENTER,CA,1700 COFFEE RD,2095264500,0,95355,99,275,2095697417,Y,,,1,1,,0,,,,1,1,0,37.668545,-120.975579
'050561',1,1,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WEST LA,CA,6041 CADILLAC AVE,2138572201,0,90034,37,293,,Y,,,1,0,,0,,,,1,1,0,34.037859,-118.375498
'050567',1,1,MISSION VIEJO,MISSION HOSPITAL REGIONAL MED CENTER,CA,27700 MEDICAL CENTER RD,9493641400,0,92691,59,565,,Y,,,1,1,,0,,,,2,1,2,33.561279,-117.666946
'050568',1,1,MADERA,MADERA COMMUNITY HOSPITAL,CA,1250 E ALMOND AVE,5596755555,0,93637,39,106,5596755574,Y,,,3,0,,0,,,,1,3,0,36.945215,-120.043876
'050570',1,1,FOUNTAIN VALLEY,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,17100 EUCLID STREET,7149667200,0,92708,59,405,,Y,,,1,1,,0,,,,1,1,0,33.712606,-117.937076
'050573',1,1,RANCHO MIRAGE,EISENHOWER MEDICAL CENTER,CA,39-000 BOB HOPE DRIVE,7603403911,0,92270,65,289,7607734336,Y,,,1,0,,3,,,,1,1,0,33.763346,-116.42286
'050575',1,1,HAWAIIAN GARDENS,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,CA,21530 S PIONEER BLVD,5628600401,0,90716,37,107,5629245871,Y,,,3,0,,0,,,,0,1,0,33.828479,-118.074314
'050580',1,1,LA PALMA,LA PALMA INTERCOMMUNITY HOSPITAL,CA,7901 WALKER STREET,7146707400,0,90623,59,141,,Y,,,1,0,,0,,,,0,1,0,33.844052,-118.037196
'050581',1,1,LAKEWOOD,LAKEWOOD REGIONAL MEDICAL CENTER,CA,3700 E SOUTH ST,5626026751,0,90712,37,170,5626020083,Y,,,1,0,,0,,,,1,1,0,33.850346,-118.117191
'050586',1,1,CHINO,CHINO VALLEY MEDICAL CENTER,CA,5451 WALNUT AVE,9096276111,0,91710,71,126,,Y,,,1,0,,0,,,,1,1,0,34.024511,-117.728626
'050588',1,1,SAN DIMAS,SAN DIMAS COMMUNITY HOSPITAL,CA,1350 W COVINA BLVD,9095996811,0,91773,37,93,9093942789,Y,,,1,0,,0,,,,0,1,0,34.106676,-117.806726
'050589',1,1,PLACENTIA,PLACENTIA LINDA HOSPITAL,CA,1301 N ROSE DRIVE,7149932000,0,92870,59,114,,Y,,,1,0,,0,,,,0,1,0,33.878105,-117.843513
'050590',1,1,SACRAMENTO,METHODIST HOSPITAL OF SACRAMENTO,CA,7500 HOSPITAL DRIVE,9164236010,0,95823,67,158,,Y,,,1,0,,0,,,,1,1,0,38.46415,-121.417374
'050597',1,1,GLENDORA,FOOTHILL PRESBYTERIAN HOSPITAL,CA,250 S GRAND AVE,6269638411,0,91740,37,106,6268595865,Y,,,1,0,,0,,,,1,1,0,34.133149,-117.872442
'050599',1,1,SACRAMENTO,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,CA,2315 STOCKTON BOULEVARD,9167342011,0,95817,67,631,9167347411,Y,,,1,1,,1,,,,1,1,1,38.554321,-121.457345
'050603',1,1,LAGUNA HILLS,SADDLEBACK MEMORIAL MEDICAL CENTER,CA,24451 HEALTH CENTER DRIVE,9498374500,0,92653,59,325,,Y,,,3,0,,0,,,,0,1,0,33.608061,-117.708181
'050604',1,1,SAN JOSE,KAISER FOUNDATION HOSPITAL-SAN JOSE,CA,250 HOSPITAL PARKWAY,4089727000,0,95119,85,228,,Y,,,1,0,,0,,,,1,1,0,37.239464,-121.802972
'050608',1,1,DELANO,DELANO REGIONAL MEDICAL CENTER,CA,1401 GARCES HIGHWAY,6617254800,0,93215,29,156,,Y,,,2,0,,0,,,,1,1,0,35.761376,-119.249433
'050609',1,1,ANAHEIM,KAISER FOUNDATION HOSPITAL - ANAHEIM,CA,3440 E LA PALMA AVE,7142794000,0,92806,59,200,,Y,,,2,0,,0,,,,1,1,0,33.847269,-117.893544
'050616',1,1,CAMARILLO,ST JOHNS PLEASANT VALLEY HOSPITAL,CA,2309 ANTONIO AVE,8053895800,0,93010,111,180,8053837450,Y,,,1,0,,0,,,,1,1,0,34.24178,-119.018004
'050624',1,1,VALENCIA,HENRY MAYO NEWHALL  HOSPITAL,CA,23845  MCBEAN PKWY,6612538000,0,91355,37,227,6612001042,Y,,,3,3,,0,,,,0,1,0,10.170488,-68.001121
'050625',1,1,LOS ANGELES,CEDARS-SINAI MEDICAL CENTER,CA,8700 BEVERLY BLVD,3104235000,0,90048,37,877,,Y,,,2,0,,0,,,,1,1,0,34.07693,-118.381118
'050633',1,1,TEMPLETON,TWIN CITIES COMMUNITY HOSPITAL,CA,1100 LAS TABLAS RD,8054343500,0,93465,79,114,,Y,,,1,0,,0,,,,1,1,0,35.555328,-120.719589
'050636',1,1,POWAY,POMERADO HOSPITAL,CA,15615 POMERADO ROAD,8584856511,0,92064,73,236,8586134764,Y,,,1,0,,0,,,,0,1,0,32.996822,-117.055952
'050641',1,1,LOS ANGELES,EAST LOS ANGELES DOCTORS HOSPITAL,CA,4060 WHITTIER BLVD,3232685514,0,90023,37,127,,Y,,,1,0,,0,,,,1,1,0,34.02384,-118.184178
'050660',1,1,LOS ANGELES,USC KENNETH NORRIS JR CANCER HOSPITAL,CA,1441 EASTLAKE AVE,3238653000,0,90089,37,60,,Y,,,0,0,,0,,,,0,1,0,34.061458,-118.204333
'050663',1,1,LOS ANGELES,LOS ANGELES COMMUNITY HOSPITAL,CA,4081 E OLYMPIC BLVD,3232670477,0,90023,37,180,,Y,,,3,0,,0,,,,1,1,3,34.01898,-118.186335
'050668',1,1,SAN FRANCISCO,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,CA,375 LAGUNA HONDA BLVD,4157592300,0,94116,75,11,,Y,,,0,0,,0,,,,0,1,0,37.750113,-122.460637
'050674',1,1,SACRAMENTO,KAISER FOUNDATION HOSP SO SACRAMENTO,CA,6600 BRUCEVILLE ROAD,9166882000,0,95823,67,223,9166277015,Y,,,1,0,,0,,,,0,1,0,38.471952,-121.42276
'050677',1,1,WOODLAND HILLS,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,CA,5601 DE SOTO,8187193800,0,91367,37,218,,Y,,,1,0,,0,,,,1,1,0,34.168339,-118.60592
'050678',1,1,FOUNTAIN VALLEY,ORANGE COAST MEMORIAL MEDICAL CENTER,CA,9920 TALBERT AVENUE,7143787406,0,92708,59,210,,Y,,,1,0,,0,,,,0,1,0,33.701578,-117.955682
'050680',1,1,VACAVILLE,NORTHBAY VACAVALLEY HOSPITAL,CA,1000 NUT TREE ROAD,7076247000,0,95688,95,50,7076247002,Y,,,1,0,,0,,,,0,1,0,38.367197,-121.955222
'050684',1,1,SUN CITY,MENIFEE VALLEY MEDICAL CENTER,CA,28400 MCCALL B0ULEVARD,9516798888,0,92585,65,84,9517666419,Y,,,1,0,,0,,,,0,1,0,33.701022,-117.202787
'050686',1,1,RIVERSIDE,KAISER FOUNDATION HOSPITAL RIVERSIDE,CA,10800 MAGNOLIA AVENUE,9513532000,0,92505,65,215,9513534611,Y,,,1,0,,1,,,,1,1,2,33.906875,-117.470094
'050688',1,1,GILROY,SAINT LOUISE REGIONAL HOSPITAL,CA,9400 NO NAME UNO,4088482000,0,95020,85,93,,Y,,,3,0,,3,,,,1,1,0,37.036542,-121.573714
'050689',1,1,SAN RAMON,SAN RAMON REGIONAL MEDICAL CTR,CA,6001 NORRIS CANYON ROAD,9252759200,0,94583,13,123,,Y,,,3,0,,0,,,,3,1,0,37.77392,-121.966389
'050690',1,1,SANTA ROSA,KAISER FOUNDATION HOSPITAL-SANTA ROSA,CA,401 BICENTENNIAL WAY,7075714000,0,95403,97,173,7075714693,Y,,,1,0,,0,,,,1,1,0,38.470134,-122.725347
'050696',1,1,LOS ANGELES,KECK HOSPITAL OF USC,CA,1500 SAN PABLO ST,3234428656,0,90033,37,285,,Y,,,0,0,,0,,,,0,1,0,34.062618,-118.202928
'050697',1,1,REDDING,PATIENTS' HOSPITAL OF REDDING,CA,2900 EUREKA WAY,5302258700,0,96001,89,10,,Y,,,0,0,,0,,,,1,3,0,40.58561,-122.416404
'050701',1,1,MURRIETA,SOUTHWEST HEALTHCARE SYSTEM,CA,25500 MEDICAL CENTER DRIVE,9516966000,0,92562,65,218,9516987721,Y,,,3,0,,0,,,,0,1,0,33.557843,-117.184717
'050704',1,1,PANORAMA CITY,MISSION COMMUNITY HOSPITAL,CA,14850 ROSCOE BLVD,8189043100,0,91402,37,96,8183048646,Y,,,3,0,,0,,,,0,3,0,34.221399,-118.456399
'050708',1,1,FRESNO,FRESNO SURGICAL HOSPITAL,CA,6125 NORTH FRESNO ST,5594318000,0,93710,19,31,,Y,,,0,0,,0,,,,0,3,0,36.825275,-119.781424
'050709',1,1,VICTORVILLE,DESERT VALLEY HOSPITAL,CA,16850 BEAR VALLEY RD,7602418000,0,92395,71,148,,Y,,,1,0,,1,,,,1,1,0,34.471333,-117.279284
'050710',1,1,FRESNO,KAISER FOUNDATION HOSPITAL - FRESNO,CA,7300 NORTH FRESNO ST,5594484500,0,93720,19,169,,Y,,,3,2,,2,,,,2,2,2,36.843237,-119.783574
'050714',1,1,SANTA CRUZ,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,CA,2900 CHANTICLEER AVENUE,8314772200,0,95065,87,30,,Y,,,0,0,,0,,,,0,1,0,36.987702,-121.978125
'050717',1,1,DOWNEY,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,CA,7601 EAST IMPERIAL HIGHWAY,5624017022,0,90242,59,395,,Y,,,0,0,,0,,,,1,1,0,33.927111,-118.158005
'050723',1,1,BALDWIN PARK,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,CA,1011 BALDWIN PARK BLVD,6268511011,0,91706,37,269,6264056281,Y,,,1,0,,0,,,,0,1,0,34.065607,-117.985846
'050724',1,1,BAKERSFIELD,BAKERSFIELD HEART HOSPITAL,CA,3001 SILLECT AVENUE,6613166000,0,93308,29,47,,Y,,,3,0,,0,,,,0,1,0,35.38606,-119.043017
'050726',1,1,MODESTO,STANISLAUS SURGICAL HOSPITAL,CA,1421 OAKDALE ROAD,2095722700,0,95355,99,23,,Y,,,0,0,,0,,,,1,1,0,37.639097,-120.996878
'050727',1,1,LONG BEACH,COMMUNITY HOSPITAL OF LONG BEACH,CA,1720 TERMINO AVENUE,5624940600,0,90804,37,258,,Y,,,1,0,,0,,,,0,1,0,33.7889,-118.144898
'050732',1,1,FRESNO,FRESNO HEART AND SURGICAL HOSPITAL,CA,15 EAST AUDUBON DRIVE,5594338000,0,93720,19,57,,Y,,,0,0,,0,,,,0,1,1,36.860959,-119.791039
'050735',1,1,WHITTIER,WHITTIER HOSPITAL MEDICAL CENTER,CA,9080 COLIMA RD,5629453561,0,90605,37,178,,Y,,,3,0,,0,,,,3,3,0,33.92152,-118.025297
'050736',1,1,MONTEREY PARK,MONTEREY PARK HOSPITAL,CA,900 S ATLANTIC BLVD,6265709000,0,91754,37,102,6262814719,Y,,,3,0,,0,,,,3,2,0,34.061122,-118.133911
'050737',1,1,MONTEREY PARK,GARFIELD MEDICAL CENTER,CA,525 N GARFIELD AVE,6265732222,0,91754,37,210,6265718972,Y,,,1,0,,0,,,,1,1,1,34.051216,-118.129229
'050738',1,1,SOUTH EL MONTE,GREATER EL MONTE COMMUNITY HOSPITAL,CA,1701 SANTA ANITA AVE,6263507975,0,91733,37,104,6263500368,Y,,,0,0,,0,,,,1,1,0,34.048139,-118.043412
'050739',1,1,INGLEWOOD,CENTINELA HOSPITAL MEDICAL CENTER,CA,555 EAST HARDY STREET,3106734660,0,90301,37,346,,Y,,,1,0,,0,,,,0,1,1,33.949173,-118.348192
'050740',1,1,MARINA DEL REY,MARINA DEL REY HOSPITAL,CA,4650 LINCOLN BLVD,3108238911,0,90291,37,145,,Y,,,1,0,,0,,,,0,1,1,33.981085,-118.439428
'050742',1,1,LOS ANGELES,OLYMPIA MEDICAL CENTER,CA,5900 WEST OLYMPIC BOULEVARD,3106575900,0,90036,37,204,,Y,,,3,0,,0,,,,0,1,0,34.057463,-118.360021
'050744',1,1,ANAHEIM,WESTERN MEDICAL CENTER  ANAHEIM,CA,1025 S ANAHEIM BLVD,7145336220,0,92805,59,188,,Y,,,1,0,,0,,,,0,1,0,33.824213,-117.910156
'050745',1,1,ORANGE,CHAPMAN MEDICAL CENTER,CA,2601 E CHAPMAN AVE,7146330011,0,92869,59,84,,Y,,,1,0,,0,,,,0,1,0,33.787884,-117.824444
'050746',1,1,SANTA ANA,WESTERN MEDICAL CENTER SANTA ANA,CA,1001 NORTH TUSTIN AVENUE,7149533331,0,92705,59,282,7149533613,Y,,,1,1,,1,,,,1,1,1,33.769548,-117.835759
'050747',1,1,SANTA ANA,COASTAL COMMUNITIES HOSPITAL,CA,2701 S BRISTOL ST,7147545454,0,92704,59,178,,Y,,,3,0,,0,,,,1,1,0,33.751499,-117.885108
'050748',1,1,MANTECA,KAISER FOUNDATION HOSPITAL MANTECA,CA,1777 WEST YOSEMITE AVE,2098253700,0,95337,77,224,2098253524,Y,,,1,0,,0,,,,0,1,0,37.798618,-121.211715
'050751',1,1,LOS ANGELES,MIRACLE MILE MEDICAL CENTER,CA,6000 SAN VICENTE BLVD,3239301040,0,90036,37,17,,Y,,,0,0,,0,,,,0,2,0,34.057307,-118.362073
'050754',1,1,MENLO PARK,MENLO PARK SURGICAL HOSPITAL,CA,570 WILLOW ROAD,6503248500,0,94025,81,16,,Y,,,0,0,,0,,,,0,0,0,37.48215,-122.150378
'050755',1,1,SHERMAN OAKS,SHERMAN OAKS HOSPITAL,CA,4929 VAN NUYS BLVD,8189817111,0,91403,37,153,8185015316,Y,,,2,0,,0,,,,0,1,0,34.159986,-118.448796
'050757',1,1,SAN DIEGO,ALVARADO HOSPITAL MEDICAL CENTER,CA,6655 ALVARADO ROAD,6192293172,0,92120,73,311,,Y,,,3,0,,0,,,,0,1,0,32.776095,-117.057405
'050758',1,1,MONTCLAIR,MONTCLAIR HOSPITAL MEDICAL CENTER,CA,5000 SAN BERNARDINO ST,9096258300,0,91763,71,102,9096264777,Y,,,1,3,,3,,,,1,1,3,34.077755,-117.696381
'050760',1,1,ANTIOCH,KAISER FOUNDATION HOSPITAL - ANTIOCH,CA,4501 SAND CREEK ROAD,9258136500,0,94531,13,150,,Y,,,3,0,,0,,,,0,1,0,38.004921,-121.805789
'050761',1,1,TARZANA,PROVIDENCE TARZANA MEDICAL CENTER,CA,18321 CLARK STREET,8188810800,0,91356,37,245,8187085382,Y,,,1,0,,0,,,,1,1,1,34.169856,-118.533042
'050763',1,1,LOS ANGELES,SILVER LAKE MEDICAL CENTER,CA,1711 WEST TEMPLE STREET,2139896123,0,90026,37,187,,Y,,,0,0,,1,,,,0,1,0,34.055791,-118.243678
'050764',1,1,REDDING,SHASTA REGIONAL MEDICAL CENTER,CA,1100 BUTTE ST,5302445454,0,96001,89,246,,Y,,,1,0,,0,,,,3,1,0,40.585343,-122.387061
'050765',1,1,MORENO VALLEY,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,CA,27300 IRIS AVENUE,9512510811,0,92555,65,101,9512512005,Y,,,1,0,,0,,,,1,1,2,33.897335,-117.186014
'050766',1,1,YUBA CITY,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,CA,455 PLUMAS BLVD,5307495700,0,95991,101,14,5307495720,Y,,,1,0,,0,,,,0,1,0,39.133241,-121.614205
'050767',1,1,VACAVILLE,KAISER FOUNDATION HOSPITAL - VACAVILLE,CA,1 QUALITY DRIVE,7076244000,0,95688,95,72,7076242051,Y,,,1,0,,0,,,,0,0,0,38.376044,-121.99547
'050769',1,1,IRVINE,HOAG ORTHOPEDIC INSTITUTE,CA,16250 SAND CANYON AVENUE,9497275000,0,92618,59,70,,Y,,,0,0,,0,,,,0,3,0,33.66228,-117.773239
'050770',1,1,MURRIETA,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,CA,28062 BAXTER ROAD,9512904000,0,92563,65,106,9516723366,Y,,,3,0,,0,,,,0,1,0,33.613558,-117.169616
'050771',1,1,NORWALK,COAST PLAZA HOSPITAL,CA,13100 STUDERBAKER ROAD,3103560550,0,90650,37,117,,Y,,,2,0,,0,,,,1,1,0,33.90928,-118.084917
'050772',1,1,ROSEVILLE,KAISER FOUNDATION HOSPITAL - ROSEVILLE,CA,1600 EUREKA ROAD,9167844000,0,95661,61,340,,Y,,,1,0,,0,,,,1,1,1,38.748241,-121.247729
'050773',1,1,SAN LEANDRO,SAN LEANDRO HOSPITAL,CA,13855 E 14TH STREET,5103576500,0,94578,1,10,,Y,,,2,2,,2,,,,2,2,2,37.715049,-122.14247
'050775',1,1,TEMECULA,TEMECULA VALLEY HOSPITAL,CA,31700 TEMECULA PKWY,9513312200,0,92592,65,140,9513312202,Y,,,1,0,,0,,,,0,1,0,33.481754,-117.095532
'050776',1,1,LONG BEACH,COLLEGE MEDICAL CENTER,CA,2776 PACIFIC AVENUE,5625951911,0,90806,37,157,,Y,,,3,0,,0,,,,0,2,0,33.807536,-118.193604
'050777',1,1,SAN LEANDRO,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,CA,2500 MERCED STREET,5104541000,0,94577,1,108,,Y,,,1,0,,0,,,,0,1,0,37.706602,-122.164742
'051300',11,1,PORTOLA,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,CA,500 FIRST AVENUE,5308324277,0,96122,63,9,,Y,,,1,0,,0,,,,1,2,0,39.810457,-120.469103
'051301',11,1,TEHACHAPI,TEHACHAPI HOSPITAL,CA,115 WEST E STREET,6618223241,0,93561,29,24,,Y,,,1,0,,0,,,,0,3,0,35.130036,-118.448282
'051302',11,1,LONE PINE,SOUTHERN INYO HOSPITAL,CA,501 EAST LOCUST STREET,7608765501,0,93545,27,25,,Y,,,1,0,,0,,,,1,0,0,36.608412,-118.057999
'051303',11,1,MAMMOTH LAKES,MAMMOTH HOSPITAL,CA,85 SIERRA PARK ROAD PO BOX 660,7609343311,0,93546,51,17,,Y,,,1,0,,0,,,,1,1,0,37.643253,-118.966851
'051304',11,1,MARIPOSA,JOHN C FREMONT HEALTHCARE DISTRICT,CA,5189 HOSPITAL ROAD,2099663631,0,95338,43,34,,Y,,,3,0,,0,,,,2,2,0,37.503736,-119.97725
'051305',11,1,FALL RIVER MILLS,MAYERS MEMORIAL HOSPITAL,CA,43563 HWY 299 EAST,5303365511,0,96028,89,121,,Y,,,3,3,,0,,,,2,3,0,41.004608,-121.438314
'051306',11,1,WILLOWS,GLENN MEDICAL CENTER,CA,1133 W SYCAMORE ST,5309341818,0,95988,21,47,5309341818,Y,,,1,0,,0,,,,1,1,0,39.520553,-122.207831
'051307',11,1,AVALON,CATALINA ISLAND MEDICAL CENTER,CA,100 FALLS CANYON ROAD,3105100700,0,90704,37,12,,Y,,,0,0,,0,,,,0,0,0,33.339518,-118.333074
'051308',11,1,CEDARVILLE,SURPRISE VALLEY COMMUNITY HOSPITAL,CA,741 NORTH MAIN STREET,5302796111,0,96104,49,26,,Y,,,1,0,,0,,,,0,1,0,41.529061,-120.173278
'051309',11,1,GARBERVILLE,JEROLD PHELPS COMMUNITY HOSPITAL,CA,733 CEDAR ST,7079233921,0,95542,23,16,7079231456,Y,,,3,0,,0,,,,0,2,0,36.701463,-118.755997
'051310',11,1,WILLITS,FRANK R HOWARD MEMORIAL HOSPITAL,CA,1 MADRONE STREET,7074596801,0,95490,45,25,7074599486,Y,,,1,0,,0,,,,0,1,0,39.400808,-123.351156
'051311',11,1,GRIDLEY,BIGGS GRIDLEY MEMORIAL HOSPITAL,CA,240 SPRUCE STREET,5308465671,0,95948,7,24,,Y,,,3,3,,0,,,,0,3,0,39.365697,-121.697265
'051312',11,1,LAKE ARROWHEAD,MOUNTAINS COMMUNITY HOSPITAL,CA,29101 HOSPITAL ROAD,9093363651,0,92352,71,17,,Y,,,3,0,,0,,,,1,3,0,34.248968,-117.191332
'051314',11,1,LAKE ISABELLA,KERN VALLEY HEALTHCARE DISTRICT,CA,6412 LAUREL AVE,7603792681,0,93240,29,27,,Y,,,3,0,,0,,,,0,1,0,36.701463,-118.755997
'051315',11,1,WEAVERVILLE,TRINITY HOSPITAL,CA,60 EASTER AVENUE,5306235541,0,96093,105,25,,Y,,,3,0,,0,,,,0,1,0,40.737481,-122.948533
'051316',11,1,YREKA,FAIRCHILD MEDICAL CENTER,CA,444 BRUCE STREET,5308424121,0,96097,93,28,5308410913,Y,,,3,0,,0,,,,0,1,0,41.718677,-122.646256
'051317',11,1,CLEARLAKE,ST HELENA HOSPITAL-CLEARLAKE,CA,15630 18TH AVE - HWY 53,7079946486,0,95422,33,32,7079953516,Y,,,1,0,,0,,,,0,1,0,38.958231,-122.626373
