PRVDR_NUM_MOD,PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,FAC_NAME,STATE_CD,ST_ADR,PHNE_NUM,PGM_TRMNTN_CD,ZIP_CD,FIPS_CNTY_CD,BED_CNT,FAX_PHNE_NUM,MDCD_MDCR_PRTCPTG_PRVDR_SW,MLT_FAC_ORG_NAME,MLT_OWND_FAC_ORG_SW,DCTD_ER_SRVC_CD,SHCK_TRMA_SRVC_CD,EMPLEE_CNT,URGNT_CARE_SRVC_CD,PHYSN_CNTRCTR_SW,LAB_SRVC_CD,DGNSTC_XRAY_ONST_NRSDNT_SW,PED_SRVC_CD,PHRMCY_SRVC_CD,PED_ICU_SRVC_CD,LATITUDE,LONGITUDE
'109811',20,1,WESTON,CLEVELAND CLINIC FLORIDA,FL,2950 CLEVELAND CLINIC BLVD,9546895000,0,33331,11,0,,Y,,,,,,,,,,,,,26.022995,-80.165218
'100230',1,1,PEMBROKE PINES,MEMORIAL HOSPITAL PEMBROKE,FL,7800 SHERIDAN ST,9549629650,0,33024,11,301,,Y,,,1,0,,0,,,,1,1,0,26.031113,-80.244601
'101993',3,1,FORT LAUDERDALE,"DAYSTAR, INC",FL,3800 SOUTH FLAMINGO ROAD,9544730167,0,33330,11,14,,Y,,,0,0,,0,,,,0,0,0,26.072621,-80.314189
'100289',1,1,WESTON,CLEVELAND CLINIC HOSPITAL,FL,3100 WESTON RD,9546895000,0,33331,11,155,,Y,,,3,0,,0,,,,0,1,0,26.087621,-80.37181
'104063',4,1,NAPLES,"WILLOUGH AT NAPLES, THE",FL,9001 TAMIAMI TRAIL EAST,9417754500,0,34113,21,63,,Y,,,0,0,,0,,,,0,2,0,26.095842,-81.737622
'100039',1,1,FORT LAUDERDALE,BROWARD HEALTH MEDICAL CENTER,FL,1600 S ANDREWS AVE,9543554400,0,33316,11,716,,Y,,,1,3,,3,,,,3,3,3,26.101934,-80.142373
'109805',20,1,FORT LAUDERDALE,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,FL,1600 SOUTH ANDREWS AVE,9543555610,0,33316,11,0,,Y,,,,,,,,,,,,,26.101934,-80.142373
'102010',2,1,FORT LAUDERDALE,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,FL,1516 E LAS OLAS BLVD,9547648900,0,33301,11,249,,Y,,,1,1,,0,,,,1,1,0,26.119331,-80.128365
'104026',4,1,FORT LAUDERDALE,FORT LAUDERDALE HOSPITAL,FL,1601 E LAS OLAS BLVD,9544634321,0,33301,11,100,,Y,,,0,0,,0,,,,0,2,0,26.119405,-80.127191
'100167',1,1,PLANTATION,PLANTATION GENERAL HOSPITAL,FL,401 NW 42ND AVE,9545875010,0,33317,11,737,,Y,,,1,0,,0,,,,1,1,0,26.126459,-80.204102
'100018',1,1,NAPLES,NAPLES COMMUNITY HOSPITAL,FL,350 7TH ST N,2394365000,0,34102,21,716,,Y,,,3,0,,1,,,,1,1,0,26.151434,-81.798971
'453091',5,1,WESLACO,WESLACO REGIONAL REHABILITATION HOSPITAL LLC,TX,906 JAMES STREET,9569692222,0,78596,215,32,9569692221,Y,,,0,0,,0,,,,0,1,0,26.151858,-97.976377
'450128',1,1,WESLACO,KNAPP MEDICAL CENTER,TX,1401 EAST EIGHT STREET,9569688567,0,78596,215,233,9569692293,Y,,,2,1,,0,,,,3,3,0,26.151899,-97.977703
'454088',4,1,HARLINGEN,RIO GRANDE STATE CENTER,TX,1401 RANGERVILLE ROAD,9563648000,0,78550,61,160,9563648245,Y,,,0,0,,0,,,,0,1,0,26.156896,-97.710327
'452101',2,1,HARLINGEN,SOLARA HOSPITAL HARLINGEN,TX,508 VICTORIA LANE,6828319670,0,78550,61,41,6828319595,Y,,,0,0,,0,,,,0,1,0,26.161564,-97.672356
'103027',5,1,LAUDERDALE LAKES,ST ANTHONY'S REHABILITATION HOSPITAL,FL,3487 NW 30TH ST,9547396233,0,33311,11,26,,Y,,,2,0,,0,,,,0,0,0,26.163284,-80.206916
'450033',1,1,HARLINGEN,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,2101 PEASE ST,9563891100,0,78550,61,602,9563891632,Y,,,2,1,,1,,,,1,1,1,26.17454,-97.671642
'452063',2,1,MC ALLEN,LIFECARE HOSPITALS OF SOUTH TX,TX,2001 M STREET,9569267000,0,78504,215,84,9566884530,Y,,,2,0,,0,,,,0,1,0,26.176353,-98.209863
'104065',4,1,FORT LAUDERDALE,ATLANTIC SHORES HOSPITAL,FL,4545 N FEDERAL HWY,9547712711,0,33308,11,42,,Y,,,0,0,,0,,,,0,0,0,26.18407,-80.118515
'450711',1,1,MCALLEN,RIO GRANDE REGIONAL HOSPITAL,TX,101 E RIDGE RD,9566326000,0,78503,215,320,9566326621,Y,,,3,1,,1,,,,1,1,1,26.185411,-98.221162
'100073',1,1,FORT LAUDERDALE,HOLY CROSS HOSPITAL,FL,4725 N FEDERAL HWY,9547718000,0,33308,11,559,,Y,,,1,0,,0,,,,1,1,0,26.185539,-80.117652
'103028',5,1,SUNRISE,HEALTHSOUTH SUNRISE REHABILITATION HOSPITAL,FL,4399 NOB HILL RD,9547490300,0,33351,11,126,,Y,,,0,0,,0,,,,1,1,0,26.19366,-80.284362
'100200',1,1,FORT LAUDERDALE,BROWARD HEALTH IMPERIAL POINT,FL,6401 N FEDERAL HWY,9547768500,0,33308,11,204,,Y,,,3,0,,0,,,,0,1,0,26.206661,-80.108108
'100224',1,1,TAMARAC,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,7201 N UNIVERSITY DR,9547212200,0,33321,11,317,,Y,,,1,0,,0,,,,2,1,0,26.212101,-80.252389
'100286',1,1,NAPLES,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,6101 PINE RIDGE ROAD,2393484000,0,34119,21,201,,Y,,,1,0,,0,,,,3,1,0,26.212144,-81.703693
'450119',1,1,EDINBURG,SOUTH TEXAS HEALTH SYSTEM,TX,1102 W TRENTON ROAD,9566324000,0,78539,215,848,9562892002,Y,,,1,1,,0,,,,1,1,1,26.263325,-98.1832
'450825',1,1,EDINBURG,CORNERSTONE REGIONAL HOSPITAL,TX,2302 CORNERSTONE BOULEVARD,9566184444,0,78539,215,14,9566184242,Y,,,1,0,,0,,,,1,3,0,26.263956,-98.201966
'100276',1,1,CORAL SPRINGS,BROWARD HEALTH CORAL SPRINGS,FL,3000 CORAL HILLS DR,9543443000,0,33065,11,200,,Y,,,3,0,,0,,,,1,1,0,26.268226,-80.254216
'100327',1,1,NAPLES,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,FL,1285 CREEKSIDE BLVD E,2394788398,0,34108,21,50,,Y,,,0,0,,0,,,,0,2,0,26.272191,-81.792875
'102032',2,1,NAPLES,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,FL,1285 CREEKSIDE BLVD E,2394788398,0,34108,21,50,,Y,,,0,0,,0,,,,0,2,0,26.272191,-81.792875
'100086',1,1,POMPANO BEACH,BROWARD HEALTH NORTH,FL,201 E SAMPLE RD,9547866950,0,33064,11,409,,Y,,,3,0,,0,,,,1,1,0,26.275162,-80.119446
'100268',1,1,BOCA RATON,WEST BOCA MEDICAL CENTER,FL,21644 STATE RD 7,5614888000,0,33428,99,195,,Y,,,3,0,,0,,,,1,1,0,26.367865,-80.203462
'100002',1,1,BOYNTON BEACH,BETHESDA HOSPITAL EAST,FL,2815 S SEACREST BLVD,5617377733,0,33435,99,481,,Y,,,3,0,,0,,,,1,1,1,26.50336,-80.069218
'104074',4,1,FORT MYERS,PARK ROYAL HOSPITAL,FL,9241 PARK ROYAL DR,2393320125,0,33908,71,103,,Y,,,0,0,,0,,,,0,2,0,26.511169,-81.911197
'100220',1,1,FORT MYERS,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FL,13681 DOCTORS WAY,2397685000,0,33912,71,349,,Y,,,1,0,,0,,,,1,1,0,26.543181,-81.851559
'109809',20,1,FORT MYERS,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FL,13681 DOCTOR'S WAY,2399391147,0,33912,71,0,,Y,,,,,,,,,,,,,26.543181,-81.851559
'450654',1,1,RIO GRANDE CITY,STARR COUNTY MEMORIAL HOSPITAL,TX,128  N FM RD 3167,9564875561,0,78582,427,48,9567168710,Y,,,1,0,,0,,,,1,2,0,26.567963,-98.875439
'100080',1,1,ATLANTIS,JFK MEDICAL CENTER,FL,5301 S CONGRESS AVE,5619657300,0,33462,99,460,,Y,,,1,0,,0,,,,0,1,0,26.600643,-80.089738
'102023',2,1,LAKE WORTH,SELECT SPECIALTY HOSPITAL-PALM BEACH,FL,3060 MELALEUCA LANE,5613577200,0,33461,99,60,,Y,,,0,0,,0,,,,0,3,0,26.606416,-80.091099
'100012',1,1,FORT MYERS,LEE MEMORIAL HOSPITAL,FL,2776 CLEVELAND AVE,2393321111,0,33901,71,783,,Y,,,1,1,,0,,,,1,1,1,26.626605,-81.872282
'100244',1,1,CAPE CORAL,CAPE CORAL HOSPITAL,FL,636 DEL PRADO BLVD,2395742323,0,33990,71,291,,Y,,,1,0,,0,,,,1,1,1,26.639711,-81.940882
'100275',1,1,WELLINGTON,WELLINGTON REGIONAL MEDICAL CENTER,FL,10101 FOREST HILL BLVD,5617988500,0,33414,99,233,,Y,,,1,0,,0,,,,1,2,0,26.65161,-80.219493
'100287',1,1,WEST PALM BEACH,GOOD SAMARITAN MEDICAL CENTER,FL,1309 N FLAGLER DR,5616555511,0,33401,99,333,,Y,,,3,0,,0,,,,0,1,0,26.724415,-80.049861
'100130',1,1,BELLE GLADE,LAKESIDE MEDICAL CENTER,FL,39200 HOOKER HWY,5619966571,0,33430,99,70,,Y,,,1,0,,0,,,,1,1,0,26.725837,-80.686017
'100288',1,1,WEST PALM BEACH,ST MARY'S MEDICAL CENTER,FL,901 45TH ST,5618406202,0,33407,99,464,,Y,,,1,1,,0,,,,1,1,1,26.753118,-80.062798
'101309',11,1,CLEWISTON,HENDRY REGIONAL MEDICAL CENTER,FL,524 W SAGAMORE AVE,8639023033,0,33440,51,25,,Y,,,1,0,,0,,,,0,3,0,26.753157,-80.940698
'104008',4,1,WEST PALM BEACH,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN",FL,1041 45TH ST,5618449741,0,33407,99,44,,Y,,,3,0,,0,,,,0,1,0,26.753197,-80.066796
'100234',1,1,WEST PALM BEACH,WEST PALM HOSPITAL,FL,2201 45TH ST,5618446141,0,33407,99,245,,Y,,,1,0,,0,,,,1,1,0,26.759021,-80.088721
'102025',2,1,RIVIERA BEACH,KINDRED HOSPITAL THE PALM BEACHES,FL,5555 W BLUE HERON BLVD,5618400754,0,33418,99,70,5618420271,Y,,,0,0,,0,,,,0,3,0,26.783495,-80.107256
'100176',1,1,PALM BEACH GARDENS,PALM BEACH GARDENS MEDICAL CENTER,FL,3360 BURNS RD,5616221411,0,33410,99,199,,Y,,,3,0,,0,,,,0,1,0,26.830601,-80.087393
'100047',1,1,PUNTA GORDA,BAYFRONT HEALTH PUNTA GORDA,FL,809 E MARION AVE,9416393131,0,33950,15,208,,Y,,,1,0,,0,,,,0,1,0,26.941271,-82.040746
'100267',1,1,ENGLEWOOD,ENGLEWOOD COMMUNITY HOSPITAL,FL,700 MEDICAL BLVD,9414756571,0,34223,115,100,,Y,,,3,0,,0,,,,0,1,0,26.948976,-82.327917
'100236',1,1,PORT CHARLOTTE,FAWCETT MEMORIAL HOSPITAL,FL,21298 OLEAN BLVD,9416291181,0,33952,15,237,,Y,,,1,0,,0,,,,0,1,0,26.987882,-82.096789
'100077',1,1,PORT CHARLOTTE,BAYFRONT HEALTH PORT CHARLOTTE,FL,2500 HARBOR BLVD,9417664122,0,33952,15,254,,Y,,,3,0,,0,,,,1,1,0,26.989805,-82.09676
'100070',1,1,VENICE,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,FL,540 THE RIALTO,9414857711,0,34285,115,312,,Y,,,1,0,,1,,,,1,1,0,27.090995,-82.444468
'103044',5,1,STUART,HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEAL,FL,5850 SE COMMUNITY DR,7723243522,0,34997,85,34,,Y,,,0,0,,0,,,,0,3,0,27.189748,-80.254768
'100252',1,1,OKEECHOBEE,RAULERSON HOSPITAL,FL,1796 HWY 441 NORTH,8637632151,0,34972,93,100,,Y,,,1,0,,0,,,,1,1,0,27.198494,-80.829005
'100044',1,1,STUART,MARTIN MEDICAL CENTER,FL,200 SE HOSPITAL AVE,7722875200,0,34995,85,344,,Y,,,1,0,,0,,,,1,1,0,27.19907,-80.243026
'100175',1,1,ARCADIA,DESOTO MEMORIAL HOSPITAL,FL,900 N ROBERT AVE,8634943535,0,34265,27,49,,Y,,,1,0,,0,,,,1,1,0,27.209329,-81.851799
'100260',1,1,PORT SAINT LUCIE,ST LUCIE MEDICAL CENTER,FL,1800 SE TIFFANY AVE,7723354000,0,34952,111,229,,Y,,,1,0,,0,,,,1,1,0,27.288812,-80.29562
'104070',4,1,PORT SAINT LUCIE,PORT ST LUCIE HOSPITAL,FL,2550 SE WALTON RD,7723350400,0,34952,111,75,,Y,,,1,0,,0,,,,0,2,0,27.298799,-80.272989
'100166',1,1,SARASOTA,DOCTORS HOSPITAL OF SARASOTA,FL,5731 BEE RIDGE RD,9413421100,0,34233,115,155,,Y,,,3,0,,0,,,,0,1,0,27.300843,-82.454281
'100087',1,1,SARASOTA,SARASOTA MEMORIAL HOSPITAL,FL,1700 S TAMIAMI TRL,9419179000,0,34239,115,819,,Y,,,1,0,,1,,,,1,1,2,27.318258,-82.529677
'102018',2,1,SARASOTA,COMPLEX CARE HOSPITAL AT RIDGELAKE,FL,6150 EDGELAKE DR,9413423200,0,34240,115,40,,Y,,,0,0,,0,,,,0,1,0,27.336435,-82.530653
'103031',5,1,SARASOTA,HEALTHSOUTH REHABILITATION HOSPITAL OF SARASOTA,FL,6400 EDGELAKE DR,9419218600,0,34240,115,96,,Y,,,0,0,,0,,,,0,1,0,27.336435,-82.530653
'100299',1,1,BRADENTON,LAKEWOOD RANCH MEDICAL CENTER,FL,8330 LAKEWOOD RANCH BLVD,9417822100,0,34202,81,120,,Y,,,1,0,,0,,,,0,1,0,27.392682,-82.435451
'100246',1,1,FORT PIERCE,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FL,1700 S 23RD ST,7724614000,0,34950,111,370,,Y,,,1,0,,0,,,,1,1,0,27.43059,-80.347389
'104078',4,1,BRADENTON,SUNCOAST BEHAVIORAL HEALTH CENTER,FL,4480 51ST ST W,9417922222,0,34210,81,60,,Y,,,0,0,,0,,,,0,2,0,27.461664,-82.612454
'100049',1,1,SEBRING,HIGHLANDS REGIONAL MEDICAL CENTER,FL,3600 S HIGHLANDS AVE,8633856101,0,33870,55,126,,Y,,,3,0,,0,,,,0,1,0,27.470416,-81.433684
'104040',4,1,BRADENTON,CENTERSTONE OF FLORIDA,FL,2020 26TH AVE E,9417413805,0,34208,81,30,,Y,,,0,0,,0,,,,0,2,0,27.476825,-82.537989
'100213',1,1,BRADENTON,BLAKE MEDICAL CENTER,FL,2020 59TH ST W,9417926611,0,34209,81,383,,Y,,,3,0,,0,,,,1,1,0,27.482109,-82.620545
'450029',1,1,LAREDO,LAREDO MEDICAL CENTER,TX,1700 EAST SAUNDERS,9567965000,0,78044,479,326,,Y,,,2,0,,0,,,,1,1,0,27.530653,-99.479434
'452096',2,1,LAREDO,LAREDO SPECIALTY HOSPITAL LP,TX,2005 BUSTAMANTE STREET,9567535353,0,78041,479,60,9567535300,Y,,,2,0,,0,,,,0,1,0,27.534355,-99.474367
'673059',5,1,LAREDO,"LAREDO REHABILITATION HOSPITAL, LLC",TX,2005 A BUSTAMANTE STREET,9567648555,0,78041,479,20,,Y,,,0,0,,0,,,,0,2,0,27.534355,-99.474367
'100109',1,1,SEBRING,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,FL,4200 SUN N LAKE BLVD,8633144466,0,33871,55,197,,Y,,,1,0,,0,,,,1,1,0,27.53555,-81.510354
'101300',11,1,WAUCHULA,FLORIDA HOSPITAL WAUCHULA,FL,533 CARLTON ST,8637733101,0,33873,49,25,,Y,,,1,0,,0,,,,1,1,0,27.536388,-81.816948
'100105',1,1,VERO BEACH,INDIAN RIVER MEDICAL CENTER,FL,1000 36TH ST,7725674311,0,32960,61,339,,Y,,,1,0,,0,,,,1,1,2,27.658169,-80.39587
'103032',5,1,VERO BEACH,HEALTHSOUTH TREASURE COAST REHABILITATION HOSPITAL,FL,1600 37TH ST,7727782100,0,32960,61,80,,Y,,,0,0,,0,,,,1,1,0,27.660342,-80.400806
'452092',2,1,CORPUS CHRISTI,PAM SPECIALTY HOSPITAL OF  CORPUS CHRISTI SOUTH,TX,6226 SARATOGA BOULEVARD,3619861600,0,78414,355,74,3619850330,Y,,,0,0,,0,,,,0,1,0,27.679372,-97.371583
'670061',1,1,CORPUS CHRISTI,SOUTH TEXAS SURGICAL HOSPITAL,TX,6130 PARKWAY DRIVE,3619932000,0,78414,355,33,3619856834,Y,,,3,0,,0,,,,1,1,0,27.686942,-97.375135
'673053',5,1,CORPUS CHRISTI,CORPUS CHRISTI REHABILITATION HOSPITAL LLC,TX,5726 ESPLANADE DRIVE,3619911007,0,78414,355,35,3619912031,Y,,,0,0,,0,,,,0,1,0,27.689566,-97.380845
'450788',1,1,CORPUS CHRISTI,"CORPUS CHRISTI MEDICAL CENTER,THE",TX,7101 S PADRE ISLAND DR,3617611501,0,78412,355,583,3618575960,Y,,,1,1,,0,,,,0,3,0,27.693406,-97.341613
'453301',6,1,CORPUS CHRISTI,DRISCOLL CHILDRENS HOSPITAL,TX,3533 S ALAMEDA BOX 6530,3617394846,0,78411,355,200,,Y,,,1,0,,0,,,,1,1,0,27.748217,-97.384245
'459823',20,1,CORPUS CHRISTI,DRISCOLL CHILDREN'S HOSPITAL TRANSPLANT CENTER,TX,3533 S ALAMEDA,3616946852,0,78466,355,0,3616946859,Y,,,,,,,,,,,,,27.748217,-97.384245
'100126',1,1,SAINT PETERSBURG,PALMS OF PASADENA HOSPITAL,FL,1501 PASADENA AVE S,7273811000,0,33707,103,307,,Y,,,3,0,,0,,,,0,3,0,27.751493,-82.74059
'103300',6,1,SAINT PETERSBURG,"ALL CHILDREN'S HOSPITAL, INC",FL,501 SIXTH AVENUE SOUTH,8138987451,0,33701,103,259,,Y,,,2,0,,0,,,,1,1,0,27.764274,-82.640166
'450828',1,1,ALICE,CHRISTUS SPOHN HOSPITAL ALICE,TX,2500 E MAIN STREET,3616618016,0,78332,249,135,3616618073,Y,,,3,1,,0,,,,1,1,0,27.76483,-98.044872
'450046',1,1,CORPUS CHRISTI,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,TX,600 ELIZABETH STREET,3619024103,0,78404,355,1049,3619024949,Y,,,3,3,,0,,,,0,1,0,27.777493,-97.395133
'452086',2,1,CORPUS CHRISTI,POST ACUTE MEDICAL SPECIALTY HOSPITAL CORPUS CH,TX,600 ELIZABETH STREET 3RD FLOOR,3618813223,0,78404,355,22,3618838901,Y,,,2,0,,0,,,,0,3,0,27.777493,-97.395133
'100067',1,1,SAINT PETERSBURG,ST ANTHONYS HOSPITAL,FL,1200 SEVENTH AVE N,7278251100,0,33705,103,395,,Y,,,3,0,,0,,,,0,1,0,27.779345,-82.650717
'100180',1,1,SAINT PETERSBURG,ST PETERSBURG GENERAL HOSPITAL,FL,6500 38TH AVE N,7273841414,0,33710,103,215,,Y,,,3,1,,0,,,,2,1,2,27.806341,-82.728635
'109808',20,1,SAINT PETERSBURG,JOHN HOPKINS ALL CHILDREN'S HOSPITAL,FL,801 SIXTH ST S,7277674474,0,33701,103,0,,Y,,,,,,,,,,,,,27.817987,-82.641508
'100217',1,1,SEBASTIAN,SEBASTIAN RIVER MEDICAL CENTER,FL,13695 US HWY 1,7725893187,0,32978,61,154,,Y,,,1,0,,0,,,,1,1,0,27.842856,-80.487407
'104017',4,1,CLEARWATER,WINDMOOR HEALTHCARE OF CLEARWATER,FL,11300 US 19 N,7275412646,0,33764,103,144,,Y,,,0,0,,0,,,,0,2,0,27.875439,-82.70955
'100099',1,1,LAKE WALES,LAKE WALES MEDICAL CENTER,FL,410 S 11TH ST,8636761433,0,33853,105,160,,Y,,,1,0,,0,,,,1,1,0,27.896338,-81.564666
'102009',2,1,TAMPA,KINDRED HOSPITAL-BAY AREA-TAMPA,FL,4555 S MANHATTAN AVE,8138396341,0,33611,57,155,,Y,,,0,0,,0,,,,0,2,0,27.89813,-82.518509
'100191',1,1,TRINITY,MEDICAL CENTER OF TRINITY,FL,"9330 SR 54, STE 401",7278481733,0,34655,101,282,,Y,,,3,0,,0,,,,0,1,0,27.904757,-82.16311
'103037',5,1,LARGO,HEALTHSOUTH REHABILITATION HOSPITAL OF LARGO,FL,901 CLEARWATER LARGO RD N,7275862999,0,34641,103,70,,Y,,,0,0,,0,,,,1,1,0,27.909416,-82.796531
'100121',1,1,BARTOW,BARTOW REGIONAL MEDICAL CENTER,FL,2200 OSPREY BLVD,8635338111,0,33831,105,72,8635191420,Y,,,1,0,,0,,,,1,1,0,27.912824,-81.842818
'450605',1,1,ARANSAS PASS,CARE REGIONAL MEDICAL CENTER,TX,1711 W WHEELER AVENUE,3617588585,0,78336,409,75,3617580477,Y,,,3,0,,0,,,,0,1,0,27.914296,-97.159052
'109812',20,1,LARGO,LARGO MEDICAL CENTER,FL,"1345 WEST BAY DRIVE, SUITE 301",7275885872,0,33770,103,0,,Y,,,,,,,,,,,,,27.91673,-82.80351
'100243',1,1,BRANDON,BRANDON REGIONAL HOSPITAL,FL,119 OAKFIELD DR,8136815551,0,33511,57,398,,Y,,,3,0,,0,,,,1,1,1,27.933985,-82.288283
'100206',1,1,TAMPA,MEMORIAL HOSPITAL OF TAMPA,FL,2901 W SWANN AVE,8138736400,0,33609,57,183,,Y,,,1,0,,0,,,,0,2,0,27.937431,-82.489218
'109801',20,1,TAMPA,TAMPA GENERAL HOSPITAL,FL,1 TAMPA GENERAL CIR,8138444602,0,33601,57,0,,Y,,,,,,,,,,,,,27.945158,-82.457766
'100075',1,1,TAMPA,ST JOSEPHS HOSPITAL,FL,3001 W MARTIN LUTHER KING JR BLVD,8138704398,0,33677,57,1006,,Y,,,3,1,,1,,,,1,1,3,27.981246,-82.478445
'100132',1,1,PLANT CITY,SOUTH FLORIDA BAPTIST HOSPITAL,FL,301 N ALEXANDER ST,8137571200,0,33563,57,147,,Y,,,1,0,,1,,,,1,1,0,27.988942,-82.125274
'102013',2,1,TAMPA,KINDRED HOSPITAL-CENTRAL TAMPA,FL,4801 N HOWARD AVE,8138747575,0,33603,57,102,,Y,,,0,0,,0,,,,0,1,0,27.990585,-82.482537
'100316',1,1,PALM BAY,PALM BAY HOSPITAL,FL,"1425 MALABAR RD, NE",3214348000,0,32907,9,152,3214348110,Y,,,1,0,,0,,,,0,1,0,27.998377,-80.618497
'100043',1,1,DUNEDIN,MEASE DUNEDIN HOSPITAL,FL,601 MAIN ST,7277331111,0,34698,103,120,,Y,,,3,0,,0,,,,0,1,0,28.014052,-82.78378
'102021',2,1,DUNEDIN,BAYCARE ALLIANT HOSPITAL,FL,601 MAIN ST,7277346302,0,34698,103,48,,Y,,,0,0,,0,,,,2,2,0,28.014052,-82.78378
'100069',1,1,TAMPA,FLORIDA HOSPITAL CARROLLWOOD,FL,7171 N DALE MABRY HWY,8139322222,0,33614,57,120,,Y,,,1,0,,0,,,,0,1,0,28.014089,-82.50492
'103034',5,1,MELBOURNE,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL,FL,101 E FLORIDA AVENUE,3219844600,0,32901,9,90,,Y,,,2,0,,0,,,,1,1,0,28.056975,-80.621387
'100271',1,1,TAMPA,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE I,FL,12902 MAGNOLIA DR,8139793054,0,33612,57,206,,Y,,,0,0,,0,,,,1,1,0,28.058206,-82.419949
'100157',1,1,LAKELAND,LAKELAND REGIONAL MEDICAL CENTER,FL,1324 LAKELAND HILLS BLVD,8636871100,0,33805,105,851,,Y,,,3,1,,0,,,,1,3,3,28.061191,-81.953321
'100173',1,1,TAMPA,FLORIDA HOSPITAL TAMPA,FL,3100 E FLETCHER AVE,8136157200,0,33613,57,493,,Y,,,2,0,,0,,,,1,1,0,28.069167,-82.42289
'100019',1,1,MELBOURNE,HOLMES REGIONAL MEDICAL CENTER,FL,1350 S HICKORY ST,3214347000,0,32901,9,514,,Y,,,1,1,,0,,,,1,1,0,28.069426,-80.612867
'103303',6,1,TAMPA,SHRINERS HOSPITALS FOR CHILDREN-TAMPA,FL,12502 USF PINE DR,8139722250,0,33612,57,60,,Y,,,0,0,,0,,,,1,1,0,28.07764,-82.461171
'104024',4,1,MELBOURNE,"CIRCLES OF CARE, INC",FL,400 E SHERIDAN RD,3219844900,0,32901,9,52,,Y,,,0,0,,0,,,,0,1,0,28.088865,-80.613558
'102027',2,1,MELBOURNE,KINDRED HOSPITAL MELBOURNE,FL,765 W NASA BLVD,3217335725,0,32901,9,60,3217335799,Y,,,0,0,,0,,,,0,3,0,28.092826,-80.634606
'100291',1,1,MELBOURNE,WUESTHOFF MEDICAL CENTER-MELBOURNE,FL,250 NORTH WICKHAM ROAD,3217521200,0,32935,9,119,,Y,,,3,0,,0,,,,1,1,0,28.109804,-80.672695
'100319',1,1,WESLEY CHAPEL,FLORIDA HOSPITAL WESLEY CHAPEL,FL,2600 BRUCE B DOWNS BLVD,8139295490,0,33544,101,83,,Y,,,3,0,,0,,,,1,1,0,28.210141,-82.353326
'104075',4,1,WESLEY CHAPEL,NORTH TAMPA BEHAVIORAL HEALTH,FL,29910 SR 56,8133330000,0,33543,101,75,,Y,,,2,0,,0,,,,0,2,0,28.214831,-82.257854
'100315',1,1,MELBOURNE,VIERA HOSPITAL,FL,8745 N WICKHAM RD,3214349000,0,32940,9,84,,Y,,,1,0,,0,,,,1,1,0,28.23038,-80.722062
'100137',1,1,DAVENPORT,HEART OF FLORIDA REGIONAL MEDICAL CENTER,FL,40100 US HWY 27 N,8634224971,0,33837,105,193,,Y,,,3,0,,0,,,,1,1,0,28.232303,-81.649873
'100302',1,1,SAINT CLOUD,ST CLOUD REGIONAL MEDICAL CENTER,FL,2906 17TH STREET,4074983432,0,34769,97,84,4078924835,Y,,,1,0,,0,,,,0,1,0,28.242506,-81.301672
'100046',1,1,ZEPHYRHILLS,FLORIDA HOSPITAL ZEPHYRHILLS,FL,7050 GALL BLVD,8137880411,0,33541,101,139,,Y,,,1,0,,0,,,,1,1,0,28.259802,-82.188097
'100320',1,1,KISSIMMEE,POINCIANA MEDICAL CENTER,FL,325 CYPRESS PKWY,4075302000,0,34758,97,30,,Y,,,1,0,,0,,,,0,1,0,28.265162,-81.425479
'102026',2,1,LAND O LAKES,FLORIDA HOSPITAL AT CONNERTON LONG TERM ACUTE CARE,FL,9441 HEALTH CENTER DR,8139716000,0,34637,101,50,,Y,,,0,0,,0,,,,0,1,0,28.288905,-82.488372
'100211',1,1,DADE CITY,BAYFRONT HEALTH DADE CITY,FL,13100 FT KING RD,3525683174,0,33525,101,120,,Y,,,3,0,,0,,,,1,1,0,28.346893,-82.20164
'100092',1,1,ROCKLEDGE,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,FL,110 LONGWOOD AVE,3216372603,0,32955,9,298,,Y,,,1,0,,0,,,,1,1,0,28.35084,-80.72533
'100177',1,1,COCOA BEACH,CAPE CANAVERAL HOSPITAL,FL,701 W COCOA BEACH CAUSEWAY,3217997111,0,32932,9,150,,Y,,,2,0,,0,,,,1,1,0,28.357789,-80.623757
